Employee ID,Status,Original Hire Date,Pay Group Description,Department,Facility Code,Closest Office,City
72317764,Active,6/1/2022,US BiWeekly,Customer Success,USAORL,US - Orlando FL,Ocala
12311441,Active,5/31/2022,US BiWeekly,Implementation,VIRTUL,US - St Petersburg FL,Winter Garden
12311497,Active,5/31/2022,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,White Pine
72311467,Active,5/31/2022,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Ooltewah
81311465,Active,5/31/2022,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,LEAGUE CITY
81311281,Active,5/31/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Lancaster
81311531,Active,5/31/2022,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Draper
92311464,Active,5/31/2022,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Brookhaven
92311631,Active,5/31/2022,Partners/Contractors,Contractors/Partners,VIRTUL,,
12311461,Active,5/30/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Vaughan
12311342,Active,5/30/2022,Australia Monthly,Implementation,VIRTUL,AUS - Not within 50 miles of an office,Urraween
12311439,Active,5/30/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
72311452,Active,5/30/2022,Australia Monthly,Human Resources,VIRTUL,AUS - Not within 50 miles of an office,Pelican Waters
72311501,Active,5/30/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,North York
81311471,Active,5/30/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Imus
81311496,Leave with Benefits No VAC,5/30/2022,Dayforce Canada,Marketing,VIRTUL,CAN - Not within 50 miles of an office,Edmonton 
81311907,Active,5/30/2022,MEX Semi-Monthly,Customer Support,VIRTUL,Mexico,Durango
92311453,Active,5/30/2022,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila,Bacolod
92311460,Active,5/30/2022,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Angus 
92311351,Active,5/30/2022,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Ajax
98311429,Active,5/30/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Taguig City
72311430,Active,5/30/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Quezon City
92311470,Active,5/30/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,City of San Jose Del Monte
12311127,Active,5/30/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Trou D'eau Douce
12310649,Active,5/30/2022,Mauritius Ltd Monthly,Finance,MAUEBE,MAU - Ebene Mauritius,Triolet
98311070,Active,5/30/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Rose Hill
98311298,Active,5/30/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Riviere du Rempart
98311217,Active,5/30/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Rivière des Anguilles
72310814,Active,5/30/2022,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Pointe-aux-Sables
81311236,Active,5/30/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Mahebourg
81311272,Active,5/30/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Henrietta 
81311529,Active,5/30/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Fond du Sac
92311444,Active,5/30/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Camp Thorel
92310506,Active,5/30/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Beau-Bassin
72311568,Active,5/30/2022,IND Monthly (ConnectedPay Exc),Implementation,INDBAN,IND - Bangalore,Raichur
92311567,Active,5/30/2022,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Chintamani
92311608,Active,5/30/2022,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bengaluru
92311609,Active,5/30/2022,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bangalore
92311593,Active,5/27/2022,Partners/Contractors,Adam Department,VIRTUL,,
92311594,Active,5/27/2022,Partners/Contractors,Adam Department,VIRTUL,,
92311596,Active,5/27/2022,Partners/Contractors,Adam Department,VIRTUL,,
92311575,Active,5/26/2022,Partners/Contractors,Adam Department,VIRTUL,,
98311540,Active,5/26/2022,Dayforce CN Monthly,Implementation,CHNSHACDAY,CHN - Shanghai,Shanghai
12311369,Active,5/24/2022,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Vancouver
12311395,Active,5/24/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12311420,Active,5/24/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
72311391,Active,5/24/2022,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Oakville
42311332,Active,5/24/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga 
81311282,Active,5/24/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81311241,Active,5/24/2022,UK Monthly (Native),Implementation,VIRTUL,UK - Not within 50 miles of an office,London
72311422,Active,5/24/2022,US BiWeekly,Finance,MSPFAC,US - Minneapolis MN,Richfield
98311375,Active,5/23/2022,Australia Monthly,Customer Support,VIRTUL,AUS - Melbourne VIC,Sunshine West
98311383,Active,5/23/2022,SGP Monthly (Native),Development,VIRTUL,SGP - Singapore CDAY,Singapore
81311174,Active,5/23/2022,UK Monthly (Native),Marketing,VIRTUL,UK - Not within 50 miles of an office,London
92311378,Active,5/23/2022,TH Ascender - Non-paying,Customer Support,THBKK 2A,TH - Bangkok 2Asc,Bangkok
98311379,Active,5/23/2022,SGP Monthly (Native),Development,SGPCDAY,SGP - Singapore CDAY,Singapore
72311381,Active,5/23/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Pasig
92311376,Active,5/23/2022,PHL Dayforce Bi-monthly,Human Resources,PHLMAN 2A,PHL - Manila 2Asc,Caloocan City
81311377,Active,5/23/2022,MYS Monthly (Connected Pay Ascender),Customer Support,MYSKL 2A,MYS - Kuala Lumpur,Kuala Lumpur
72311487,Active,5/23/2022,IND Monthly (ConnectedPay Exc),Customer Support,INDNOI,IND - Noida,New Delhi
92311498,Active,5/23/2022,IND Monthly (ConnectedPay Exc),Implementation,INDBAN,IND - Bangalore,Bangalore
92311543,Active,5/23/2022,Partners/Contractors,Development,INDBAN,,
98319371,Active,5/23/2022,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,Shanghai
92311494,Active,5/20/2022,Partners/Contractors,Implementation,VIRTUL,,
92311473,Active,5/19/2022,Partners/Contractors,Technology,VIRTUL,,
92311421,Active,5/18/2022,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,chennai
92311446,Active,5/17/2022,Partners/Contractors,Contractors/Partners,VIRTUL,,
92311334,Active,5/17/2022,MYS Monthly (Connected Pay Ascender),Marketing,MYSKL 2A,MYS - Kuala Lumpur,Bukit Kerinchi
98311102,Active,5/16/2022,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Thornhill
98311327,Active,5/16/2022,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Surrey
98311293,Active,5/16/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Santo Tomas
72311331,Active,5/16/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Orleans
72311336,Active,5/16/2022,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Orlando
72311328,Active,5/16/2022,US BiWeekly,Cybersecurity,VIRTUL,US - Not within 50 miles of an office,Orem
72311338,Active,5/16/2022,US BiWeekly,Customer Support,VIRTUL,US - Not within 50 miles of an office,North Port
72311330,Active,5/16/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Newmarket
92311329,Active,5/16/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Burlington 
81311297,Active,5/16/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Manila
92311299,Active,5/16/2022,PHL Dayforce Bi-monthly,Development,PHLMAN 2A,PHL - Manila 2Asc,Cavite
12311206,Active,5/16/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Vacoas
98310792,Active,5/16/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Rose-Hill
98310498,Active,5/16/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Rose Hill
72311046,Active,5/16/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Quatre Bornes
72310996,Active,5/16/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Notre Dame
81310759,Active,5/16/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,La Cure
81310889,Active,5/16/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Flic En Flac
81310884,Active,5/16/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Curepipe
72311278,Active,5/16/2022,US BiWeekly,Marketing,FLPCBS,US - St Petersburg FL,Odessa
98310862,Active,5/16/2022,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,shanghai
81311291,Active,5/16/2022,Australia Monthly,Implementation,AUSMEL,AUS - Melbourne VIC,Greenvale
92311408,Active,5/13/2022,Partners/Contractors,Technology,VIRTUL,,
92311419,Active,5/13/2022,Partners/Contractors,Implementation,VIRTUL,,
92311425,Active,5/13/2022,Partners/Contractors,Implementation,VIRTUL,,
92311353,Active,5/12/2022,Partners/Contractors,Implementation,VIRTUL,,
92311551,Active,5/11/2022,MEX Semi-Monthly,Customer Support,VIRTUL,Mexico,Apodaca
92311398,Active,5/11/2022,Partners/Contractors,Implementation,VIRTUL,,
92311356,Active,5/11/2022,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Chitradurga
81311173,Active,5/10/2022,UK Monthly (Native),Implementation,VIRTUL,UK - Glasgow Scotland,London
12311279,Active,5/9/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Wayne
98311259,Active,5/9/2022,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Surrey
81311263,Active,5/9/2022,US BiWeekly,Sales,VIRTUL,US - St Petersburg FL,Miami
92311251,Active,5/9/2022,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Calgary
92311280,Active,5/9/2022,Dayforce Canada,Sales,VIRTUL,CAN - Not within 50 miles of an office,Calgary
92311265,Active,5/9/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
42311232,Active,5/9/2022,TH Ascender - Non-paying,Customer Support,THBKK 2A,TH - Bangkok 2Asc,Mueang Samut Prakan
81311245,Active,5/9/2022,TH Ascender - Non-paying,Customer Support,THBKK 2A,TH - Bangkok 2Asc,Klongtoey 
72311249,Active,5/9/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Quatre Bornes
81311358,Active,5/9/2022,IND Monthly (ConnectedPay Exc),Customer Support,INDHYD,IND - Hyderabad,dosakayalapalli
92311346,Active,5/9/2022,IND Monthly (ConnectedPay Exc),Implementation,INDBAN,IND - Bangalore,Chikkaballapura
92311359,Active,5/9/2022,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Ballari
98311271,Active,5/9/2022,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,Shanghai
81311218,Active,5/9/2022,Australia Monthly,Customer Support,AUSSYD,AUS - Sydney NSW,Epping
98311227,Active,5/9/2022,Australia Monthly,Customer Support,AUSMEL,AUS - Melbourne VIC,Rowville
72311228,Active,5/9/2022,Australia Monthly,Customer Support,AUSMEL,AUS - Melbourne VIC,NOBLE PARK
92311231,Active,5/9/2022,Australia Monthly,Finance,AUSMEL,AUS - Melbourne VIC,Carlton
92311302,Active,5/6/2022,Partners/Contractors,Implementation,VIRTUL,,
92311347,Active,5/6/2022,Partners/Contractors,Implementation,VIRTUL,,
72311204,Active,5/5/2022,Australia Monthly,Implementation,VIRTUL,AUS - Perth 2Asc,Perth
98311095,Active,5/5/2022,Dayforce CN Monthly,Implementation,CHNSHACDAY,CHN - Shanghai,Shanghai
72311216,Active,5/4/2022,SGP Monthly (Native),Customer Support,SGPCDAY,SGP - Singapore CDAY,Pungool Road
81311194,Active,5/3/2022,UK Monthly (Native),Customer Support,VIRTUL,UK - Glasgow Scotland,Glasgow
92310983,Active,5/3/2022,UK Monthly (Native),Development,VIRTUL,UK - Glasgow Scotland,Bournemouth
72311203,Active,5/3/2022,Australia Monthly,Implementation,AUSSYD,AUS - Sydney NSW,Quakers Hill
12310812,Active,5/2/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Windsor
12316307,Active,5/2/2022,Dayforce Canada,Human Resources,VIRTUL,CAN - Toronto ON,Vaughan
12310829,Active,5/2/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12310933,Active,5/2/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12311200,Active,5/2/2022,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,Toronto
12311243,Active,5/2/2022,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,Toronto
98311240,Active,5/2/2022,Dayforce Canada,Human Resources,VIRTUL,CAN - Toronto ON,Thunder Bay
72316141,Active,5/2/2022,Dayforce Canada,Sales,VIRTUL,CAN - Not within 50 miles of an office,Richmond
72311084,Active,5/2/2022,Dayforce Canada,Technology,VIRTUL,CAN - Toronto ON,Pickering
72311120,Active,5/2/2022,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Owen Sound
72311079,Active,5/2/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,New York 
72311176,Active,5/2/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,New Bedford
72311201,Active,5/2/2022,US BiWeekly,Customer Success,VIRTUL,US - Not within 50 miles of an office,Nashville
42311101,Active,5/2/2022,US BiWeekly,Product,VIRTUL,US - Not within 50 miles of an office,Mount Pleasant
81311195,Active,5/2/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Milton
81311202,Active,5/2/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Markham
81311122,Active,5/2/2022,US BiWeekly,Finance,VIRTUL,US - Minneapolis MN,Mankato
81311198,Active,5/2/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Manila City
81311197,Active,5/2/2022,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Manila 
81317803,Active,5/2/2022,UK Monthly (Native),Sales,VIRTUL,UK - Not within 50 miles of an office,London
81311119,Active,5/2/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Jacksonville 
81311208,Active,5/2/2022,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,Gloucester
81311238,Active,5/2/2022,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Glen Allen
81311121,Active,5/2/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Fairfield 
81311209,Active,5/2/2022,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Edmonton
81311123,Active,5/2/2022,US BiWeekly,Finance,VIRTUL,US - Minneapolis MN,EDEN PRAIRIE
81311192,Active,5/2/2022,US BiWeekly,Sales,VIRTUL,US - Fountain Valley CA,Costa Mesa
92311134,Active,5/2/2022,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Colorado Springs
92311171,Active,5/2/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Cebu City
92311172,Active,5/2/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Cebu City
92311096,Active,5/2/2022,Australia Monthly,Customer Success,VIRTUL,AUS - Melbourne VIC,Camberwell
92311026,Active,5/2/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
12311031,Active,5/2/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Triolet
72311033,Active,5/2/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Notre Dame
42310938,Active,5/2/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Montagne Blanche
81311205,Active,5/2/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Curepipe
92310236,Active,5/2/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Castel
92311285,Active,5/2/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Camp Diable
98311124,Active,5/2/2022,Dayforce Canada,Development,,CAN - Montreal QC,Saint-Jean-sur-Richelieu
98311103,Leave with Benefits No VAC,5/2/2022,Dayforce Canada,Implementation,,CAN - Montreal QC,Saint-Eustache
42311085,Active,5/2/2022,Dayforce Canada,Marketing,,CAN - Montreal QC,Montreal
98311247,Active,5/1/2022,JPN Ascender - Non-paying,Customer Support,JPNTYO 2A,JPN - Tokyo 2Asc,Sumida-ku
72311244,Active,5/1/2022,JPN Ascender - Non-paying,Implementation,JPNTYO 2A,JPN - Tokyo 2Asc,Nakano-ku
81311246,Active,5/1/2022,JPN Ascender - Non-paying,Technology,JPNTYO 2A,JPN - Tokyo 2Asc,Koto-ku
98311355,Active,5/1/2022,Canada BoD Monthly,Management,,,Toronto
92311268,Active,4/28/2022,Partners/Contractors,Implementation,VIRTUL,,
12310992,Active,4/27/2022,Australia Monthly,Development,VIRTUL,AUS - Adelaide 2Asc,Warradale
98310982,Active,4/25/2022,UK Monthly (Native),Implementation,VIRTUL,UK - Glasgow Scotland,Strathpeffer  
72311059,Active,4/25/2022,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Richmond
72311060,Active,4/25/2022,US BiWeekly,Technology,VIRTUL,US - Not within 50 miles of an office,Providence
72311041,Active,4/25/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Oshawa
72310895,Active,4/25/2022,UK Monthly (Native),Implementation,VIRTUL,UK - Glasgow Scotland,Nottingham
81311223,Active,4/25/2022,US BiWeekly,Sales,VIRTUL,US - St Petersburg FL,Lithia
81311062,Active,4/25/2022,Dayforce Canada,Global Business Operations,VIRTUL,CAN - Toronto ON,Hamilton
92311043,Active,4/25/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Cambridge
92311226,Active,4/25/2022,Partners/Contractors,Implementation,VIRTUL,,
98311065,Active,4/25/2022,PHL Dayforce Bi-monthly,Management,PHLMAN 2A,PHL - Manila 2Asc,Sta. Maria
72310993,Active,4/25/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Pasig City
72311051,Active,4/25/2022,MYS Monthly (Connected Pay Ascender),Customer Support,MYSKL 2A,MYS - Kuala Lumpur,Pasir Puteh
81311067,Active,4/25/2022,MYS Monthly (Connected Pay Ascender),Customer Support,MYSKL 2A,MYS - Kuala Lumpur,Kuala Lumpur
81309874,Active,4/25/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Flic en flac
92311221,Active,4/25/2022,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bangalore
98311230,Active,4/25/2022,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,Shanghai
81311045,Active,4/25/2022,Dayforce Canada,Development,,CAN - Montreal QC,Longueuil
92311157,Active,4/20/2022,Partners/Contractors,Customer Support,VIRTUL,,
92311159,Active,4/20/2022,Partners/Contractors,Contractors/Partners,VIRTUL,,
92311160,Active,4/20/2022,Partners/Contractors,Customer Support,VIRTUL,,
81311050,Active,4/20/2022,MYS Monthly (Connected Pay Ascender),Customer Support,MYSKL 2A,MYS - Kuala Lumpur,Dengkil
92310963,Active,4/19/2022,PHL Dayforce Bi-monthly,Human Resources,PHLMAN 2A,PHL - Manila 2Asc,Bacoor
81310965,Active,4/19/2022,Australia Monthly,Development,AUSMEL,AUS - Melbourne VIC,Manor Lakes
12310909,Active,4/18/2022,US BiWeekly,Product,VIRTUL,US - Minneapolis MN,Woodbury
98310975,Active,4/18/2022,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Surrey
98310900,Active,4/18/2022,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Santa Rosa
72310888,Active,4/18/2022,US BiWeekly,Human Resources,VIRTUL,US - Not within 50 miles of an office,Powder Springs
72310881,Active,4/18/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Paete
81310910,Active,4/18/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Markham
81310919,Active,4/18/2022,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Las Vegas
81310877,Active,4/18/2022,Dayforce Canada,Technology,VIRTUL,CAN - Not within 50 miles of an office,Langley Twp
81310882,Active,4/18/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Imus
81311552,Active,4/18/2022,MEX Semi-Monthly,Customer Support,VIRTUL,Mexico,Garcia
81310878,Active,4/18/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Concord
92310911,Active,4/18/2022,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Charlotte
92311025,Active,4/18/2022,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Cambridge
92310966,Active,4/18/2022,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Cainta
92310989,Active,4/18/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Bacoor
98310962,Active,4/18/2022,PHL Dayforce Bi-monthly,Implementation,PHLMAN 2A,PHL - Manila 2Asc,San Pablo City
72310958,Active,4/18/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Pasig City
72310956,Active,4/18/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Paranaque City
81311006,Active,4/18/2022,PHL Dayforce Bi-monthly,Technology,PHLMAN 2A,PHL - Manila 2Asc,Marikina City
92310988,Active,4/18/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Antipolo
92310950,Active,4/18/2022,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc, Quezon City 
12310729,Active,4/18/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Vacoas
98311099,Active,4/18/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Roches Brunes.
98310082,Active,4/18/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Rivière du Rempart
72310015,Active,4/18/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Poste De Flacq
72310757,Active,4/18/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Plaine Magnien.
81310680,Active,4/18/2022,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Laventure 
81309890,Active,4/18/2022,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,L’escailier
81310678,Active,4/18/2022,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Goodlands
92310851,Active,4/18/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Cinq Arpent
92310850,Active,4/18/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Central Flacq ·
92312741,Active,4/18/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,"Bon-Accueil,"
92310793,Active,4/18/2022,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Beau Bassin
92311106,Active,4/18/2022,IND Monthly (ConnectedPay Exc),Implementation,INDBAN,IND - Bangalore,Chittoor
92311086,Active,4/14/2022,Partners/Contractors,Customer Support,VIRTUL,,
81311113,Active,4/14/2022,JPN Ascender - Non-paying,Development,JPNTYO 2A,JPN - Tokyo 2Asc,Koto-ku
98310921,Active,4/12/2022,PHL Dayforce Bi-monthly,Human Resources,PHLMAN 2A,PHL - Manila 2Asc,Sampaloc
12310893,Active,4/11/2022,UK Monthly (Native),Development,VIRTUL,UK - Glasgow Scotland,Watford
98310929,Active,4/11/2022,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Spring Lake
81310891,Active,4/11/2022,Dayforce Canada,Implementation,VIRTUL,CAN - Not within 50 miles of an office,Lower Selma
81310883,Active,4/11/2022,Australia Monthly,Marketing,VIRTUL,AUS - Melbourne VIC,Glen Iris
81310779,Active,4/11/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Foley
92310859,Active,4/11/2022,Dayforce Canada,Transformation,VIRTUL,CAN - Toronto ON,Brampton
92311035,Active,4/11/2022,Partners/Contractors,Implementation,VIRTUL,,
92311037,Active,4/11/2022,Partners/Contractors,Implementation,VIRTUL,,
92310863,Active,4/11/2022,TH Ascender - Non-paying,Customer Support,THBKK 2A,TH - Bangkok 2Asc,Bang Bua Thong
98310923,Active,4/11/2022,SGP Monthly (Native),Implementation,SGPCDAY,SGP - Singapore CDAY,Singapore
42311015,Active,4/11/2022,IND Monthly (ConnectedPay Exc),Customer Support,INDMUM,IND - Mumbai,Mumbai
92311022,Active,4/11/2022,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bangalore
81310858,Active,4/11/2022,Dayforce Canada,Development,,CAN - Montreal QC,Dollard-Des-Ormeaux
92310999,Active,4/7/2022,Partners/Contractors,Implementation,VIRTUL,,
12310874,Active,4/4/2022,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Winter Garden
98310699,Active,4/4/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Tiaong Quezon
98310653,Active,4/4/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Sta Maria
98310657,Active,4/4/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Silang
98310658,Active,4/4/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,San Mateo
98310684,Active,4/4/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,San Juan
98310421,Parental Leave,4/4/2022,PHL Dayforce Bi-monthly,Technology,VIRTUL,PHL - Manila 2Asc,Rizal
98310656,Active,4/4/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Rizal
72310659,Active,4/4/2022,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Quezon city
